index|level_0|index|State|Rsquared_Train|RSquared_Test|MAE_Train|MAE_Test
0|0|0||0.01578098444878373|0.018776140842963973|1.9815087108600264|1.9581945788230266
1|1|0||0.07229018212525196|0.0798631383480356|4.918785759019023|4.92585464507557
2|2|0||0.062278317960246965|0.0673554579630512|11.329464125804746|11.24384962164641
3|3|0||0.17928065680452998|0.15978029376638014|2.788151774807266|2.8553103080945883
4|4|0||0.09227666990923256|0.07656497663033013|4.951924803755271|5.046392402403102
5|5|0||0.08968118798636404|0.08174666667712371|7.625954937057523|7.820632636037868
6|6|0||0.01765185452123519|0.02126565290514193|5.068081829225587|5.118376979494518
7|7|0||0.0|-0.02866495844290262|6.3370167175612035|5.855222296982558
8|8|0||0.7823428661206462|0.8648793691026948|14.280872144538872|15.173547728091185
